Profit Ratio	Category	City	Country	Customer ID	Customer Name	Discount	레코드 수	Order Date	Order ID	Postal Code	Product ID	Manufacturer	Product Name	Profit	Quantity	Region	Row ID	Sales	Segment	Ship Date	Ship Mode	State	Sub-Category
-40%	Furniture	Mesquite	United States	SS-20140	Saphhira Shifley	0.6	1	2016. 11. 23.	CA-2016-120544	75150	FUR-FU-10001940	Staple-based wall hangings	Staple-based wall hangings	-$3	2	Central	3708	$6	Corporate	2016. 11. 27.	Standard Class	Texas	Furnishings
-255%	Office Supplies	Mesquite	United States	SS-20140	Saphhira Shifley	0.8	1	2016. 11. 23.	CA-2016-120544	75150	OFF-AP-10004336	Other	Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit	-$87	3	Central	3709	$34	Corporate	2016. 11. 27.	Standard Class	Texas	Appliances
30%	Technology	Mesquite	United States	SS-20140	Saphhira Shifley	0.2	1	2016. 11. 23.	CA-2016-120544	75150	TEC-AC-10003709	Maxell	Maxell 4.7GB DVD-R 5/Pack	$2	7	Central	3710	$6	Corporate	2016. 11. 27.	Standard Class	Texas	Accessories
1%	Furniture	Los Angeles	United States	RS-19765	Roland Schwarz	0.2	1	2019. 10. 15.	CA-2019-113670	90045	FUR-TA-10001705	Bush	Bush Advantage Collection Round Conference Table	$6	3	West	3711	$510	Corporate	2019. 10. 17.	First Class	California	Tables
49%	Office Supplies	Los Angeles	United States	RS-19765	Roland Schwarz	0	1	2019. 10. 15.	CA-2019-113670	90045	OFF-PA-10000675	Xerox	Xerox 1919	$100	5	West	3712	$205	Corporate	2019. 10. 17.	First Class	California	Paper
30%	Technology	Seattle	United States	JW-15955	Joni Wasserman	0	1	2019. 4. 21.	CA-2019-166198	98103	TEC-AC-10000521	Verbatim	Verbatim Slim CD and DVD Storage Cases, 50/Pack	$3	1	West	3713	$12	Consumer	2019. 4. 24.	First Class	Washington	Accessories
21%	Furniture	Seattle	United States	JW-15955	Joni Wasserman	0	1	2019. 4. 21.	CA-2019-166198	98103	FUR-FU-10004622	Eldon	Eldon Advantage Foldable Chair Mats for Low Pile Carpets	$34	3	West	3714	$163	Consumer	2019. 4. 24.	First Class	Washington	Furnishings
46%	Office Supplies	Olympia	United States	JK-15625	Jim Karlsson	0	1	2016. 12. 8.	CA-2016-135608	98502	OFF-PA-10001954	Xerox	Xerox 1964	$21	2	West	3715	$46	Consumer	2016. 12. 10.	Second Class	Washington	Paper
8%	Furniture	Olympia	United States	JK-15625	Jim Karlsson	0.2	1	2016. 12. 8.	CA-2016-135608	98502	FUR-CH-10002602	DMI	DMI Arturo Collection Mission-style Design Wood Chair	$45	5	West	3716	$604	Consumer	2016. 12. 10.	Second Class	Washington	Chairs
5%	Office Supplies	Omaha	United States	JO-15550	Jesus Ocampo	0	1	2019. 5. 29.	CA-2019-144568	68104	OFF-FA-10004395	Other	Plymouth Boxed Rubber Bands by Plymouth	$1	5	Central	3717	$24	Home Office	2019. 6. 2.	Standard Class	Nebraska	Fasteners
3%	Office Supplies	Columbus	United States	TP-21130	Theone Pippenger	0	1	2018. 9. 19.	CA-2018-142370	31907	OFF-SU-10003002	Other	Letter Slitter	$0	2	South	3718	$5	Consumer	2018. 9. 23.	Standard Class	Georgia	Supplies
43%	Technology	Columbus	United States	TP-21130	Theone Pippenger	0	1	2018. 9. 19.	CA-2018-142370	31907	TEC-AC-10002926	Logitech	Logitech Wireless Marathon Mouse M705	$107	5	South	3719	$250	Consumer	2018. 9. 23.	Standard Class	Georgia	Accessories
37%	Office Supplies	Columbus	United States	BS-11590	Brendan Sweed	0	1	2018. 9. 17.	CA-2018-105900	47201	OFF-AR-10002656	Sanford	Sanford Liquid Accent Highlighters	$12	5	Central	3720	$33	Corporate	2018. 9. 23.	Standard Class	Indiana	Art
39%	Furniture	Jackson	United States	AB-10255	Alejandro Ballentine	0	1	2018. 12. 20.	CA-2018-151155	39212	FUR-FU-10001918	C-Line	C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings	$7	4	South	3721	$19	Home Office	2018. 12. 24.	Standard Class	Mississippi	Furnishings
45%	Office Supplies	Jackson	United States	AB-10255	Alejandro Ballentine	0	1	2018. 12. 20.	CA-2018-151155	39212	OFF-BI-10003910	DXL	DXL Angle-View Binders with Locking Rings by Samsill	$7	2	South	3722	$15	Home Office	2018. 12. 24.	Standard Class	Mississippi	Binders
6%	Office Supplies	Houston	United States	FO-14305	Frank Olsen	0.2	1	2019. 11. 22.	CA-2019-144036	77070	OFF-AR-10000122	Newell	Newell 314	$2	8	Central	3723	$36	Consumer	2019. 11. 26.	Standard Class	Texas	Art
-83%	Office Supplies	Phoenix	United States	MF-17665	Maureen Fritzler	0.7	1	2016. 12. 30.	US-2016-169789	85023	OFF-BI-10004600	Ibico	Ibico Ibimaster 300 Manual Binding System	-$460	5	West	3724	$552	Corporate	2017. 1. 4.	Standard Class	Arizona	Binders
31%	Office Supplies	Chicago	United States	SA-20830	Sue Ann Reed	0.2	1	2019. 4. 3.	CA-2019-127264	60653	OFF-AR-10003045	Prang	Prang Colored Pencils	$2	3	Central	3725	$7	Consumer	2019. 4. 5.	First Class	Illinois	Art
19%	Office Supplies	Denver	United States	SH-19975	Sally Hughsby	0.2	1	2018. 12. 26.	CA-2018-151512	80219	OFF-AP-10000252	Harmony	Harmony HEPA Quiet Air Purifiers	$4	2	West	3726	$19	Corporate	2019. 1. 2.	Standard Class	Colorado	Appliances
26%	Office Supplies	Newark	United States	JL-15235	Janet Lee	0	1	2018. 6. 5.	CA-2018-165169	19711	OFF-ST-10001496	Standard	Standard Rollaway File with Lock	$94	2	East	3727	$360	Consumer	2018. 6. 11.	Standard Class	Delaware	Storage
25%	Office Supplies	Newark	United States	JL-15235	Janet Lee	0	1	2018. 6. 5.	CA-2018-165169	19711	OFF-AR-10000122	Newell	Newell 314	$3	2	East	3728	$11	Consumer	2018. 6. 11.	Standard Class	Delaware	Art
46%	Office Supplies	Newark	United States	JL-15235	Janet Lee	0	1	2018. 6. 5.	CA-2018-165169	19711	OFF-LA-10000407	Avery	Avery White Multi-Purpose Labels	$7	3	East	3729	$15	Consumer	2018. 6. 11.	Standard Class	Delaware	Labels
19%	Office Supplies	Clinton	United States	KH-16630	Ken Heidel	0	1	2017. 9. 18.	CA-2017-109575	20735	OFF-ST-10004950	Acco	Acco Perma 3000 Stacking Storage Drawers	$8	2	East	3730	$42	Corporate	2017. 9. 23.	Standard Class	Maryland	Storage
0%	Office Supplies	Clinton	United States	KH-16630	Ken Heidel	0	1	2017. 9. 18.	CA-2017-109575	20735	OFF-ST-10004123	SAFCO	Safco Industrial Wire Shelving System	$0	7	East	3731	$637	Corporate	2017. 9. 23.	Standard Class	Maryland	Storage
26%	Technology	Clinton	United States	KH-16630	Ken Heidel	0	1	2017. 9. 18.	CA-2017-109575	20735	TEC-PH-10000730	Samsung	Samsung Galaxy S4 Active	$130	1	East	3732	$500	Corporate	2017. 9. 23.	Standard Class	Maryland	Phones
26%	Technology	Clinton	United States	KH-16630	Ken Heidel	0	1	2017. 9. 18.	CA-2017-109575	20735	TEC-PH-10000895	Polycom	Polycom VVX 310 VoIP phone	$328	7	East	3733	$1,260	Corporate	2017. 9. 23.	Standard Class	Maryland	Phones
49%	Office Supplies	Clinton	United States	KH-16630	Ken Heidel	0	1	2017. 9. 18.	CA-2017-109575	20735	OFF-BI-10000962	Acco	"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""	$32	4	East	3734	$65	Corporate	2017. 9. 23.	Standard Class	Maryland	Binders
46%	Office Supplies	New York City	United States	RM-19750	Roland Murray	0	1	2019. 3. 6.	CA-2019-168193	10011	OFF-PA-10002254	Xerox	Xerox 1883	$12	1	East	3735	$26	Consumer	2019. 3. 11.	Second Class	New York	Paper
23%	Furniture	New York City	United States	RM-19750	Roland Murray	0	1	2019. 3. 6.	CA-2019-168193	10011	FUR-FU-10002554	Westinghouse	Westinghouse Floor Lamp with Metal Mesh Shade, Black	$17	3	East	3736	$72	Consumer	2019. 3. 11.	Second Class	New York	Furnishings
48%	Technology	Newark	United States	VM-21835	Vivian Mathis	0	1	2018. 3. 17.	CA-2018-115476	19711	TEC-PH-10000673	Plantronics	Plantronics Voyager Pro HD - Bluetooth Headset	$62	2	East	3737	$130	Consumer	2018. 3. 17.	Same Day	Delaware	Phones
49%	Office Supplies	Newark	United States	VM-21835	Vivian Mathis	0	1	2018. 3. 17.	CA-2018-115476	19711	OFF-BI-10000962	Acco	"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""	$16	2	East	3738	$33	Consumer	2018. 3. 17.	Same Day	Delaware	Binders
28%	Technology	Jackson	United States	LH-17155	Logan Haushalter	0	1	2018. 12. 9.	CA-2018-133340	49201	TEC-PH-10003988	Other	LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite	$3	1	Central	3739	$11	Consumer	2018. 12. 13.	Standard Class	Michigan	Phones
42%	Technology	Jackson	United States	LH-17155	Logan Haushalter	0	1	2018. 12. 9.	CA-2018-133340	49201	TEC-AC-10001109	Logitech	Logitech Trackman Marble Mouse	$25	2	Central	3740	$60	Consumer	2018. 12. 13.	Standard Class	Michigan	Accessories
38%	Office Supplies	Jackson	United States	LH-17155	Logan Haushalter	0.1	1	2018. 12. 9.	CA-2018-133340	49201	OFF-AP-10002311	Holmes	Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter	$23	1	Central	3741	$62	Consumer	2018. 12. 13.	Standard Class	Michigan	Appliances
46%	Office Supplies	New York City	United States	WB-21850	William Brown	0	1	2018. 1. 15.	CA-2018-137848	10011	OFF-EN-10001137	Other	#10 Gummed Flap White Envelopes, 100/Box	$8	4	East	3742	$17	Consumer	2018. 1. 21.	Standard Class	New York	Envelopes
48%	Office Supplies	New York City	United States	WB-21850	William Brown	0	1	2018. 1. 15.	CA-2018-137848	10011	OFF-PA-10004285	Xerox	Xerox 1959	$29	9	East	3743	$60	Consumer	2018. 1. 21.	Standard Class	New York	Paper
35%	Office Supplies	New York City	United States	WB-21850	William Brown	0.2	1	2018. 1. 15.	CA-2018-137848	10011	OFF-BI-10002225	Other	"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8"""	$17	3	East	3744	$50	Consumer	2018. 1. 21.	Standard Class	New York	Binders
32%	Office Supplies	Rock Hill	United States	AP-10915	Arthur Prichep	0	1	2016. 10. 24.	CA-2016-113047	29730	OFF-FA-10002763	Advantus	Advantus Map Pennant Flags and Round Head Tacks	$4	3	South	3745	$12	Consumer	2016. 10. 24.	Same Day	South Carolina	Fasteners
29%	Office Supplies	Columbus	United States	RA-19915	Russell Applegate	0	1	2018. 9. 23.	CA-2018-149979	31907	OFF-ST-10003058	Eldon	Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays	$34	5	South	3746	$118	Consumer	2018. 9. 28.	Second Class	Georgia	Storage
22%	Furniture	Columbus	United States	RA-19915	Russell Applegate	0	1	2018. 9. 23.	CA-2018-149979	31907	FUR-CH-10002084	Hon	Hon Mobius Operator's Chair	$81	3	South	3747	$369	Consumer	2018. 9. 28.	Second Class	Georgia	Chairs
50%	Furniture	Inglewood	United States	DR-12880	Dan Reichenbach	0	1	2019. 8. 27.	CA-2019-161956	90301	FUR-FU-10002937	GE	"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"	$99	2	West	3748	$198	Corporate	2019. 8. 29.	Second Class	California	Furnishings
30%	Office Supplies	Inglewood	United States	DR-12880	Dan Reichenbach	0	1	2019. 8. 27.	CA-2019-161956	90301	OFF-AP-10001242	Other	APC 7 Outlet Network SurgeArrest Surge Protector	$97	4	West	3749	$322	Corporate	2019. 8. 29.	Second Class	California	Appliances
38%	Technology	Inglewood	United States	DR-12880	Dan Reichenbach	0.2	1	2019. 8. 27.	CA-2019-161956	90301	TEC-CO-10001571	Sharp	Sharp 1540cs Digital Laser Copier	$330	2	West	3750	$880	Corporate	2019. 8. 29.	Second Class	California	Copiers
29%	Office Supplies	Inglewood	United States	DR-12880	Dan Reichenbach	0	1	2019. 8. 27.	CA-2019-161956	90301	OFF-SU-10002503	Acme	Acme Preferred Stainless Steel Scissors	$8	5	West	3751	$28	Corporate	2019. 8. 29.	Second Class	California	Supplies
10%	Furniture	Inglewood	United States	DR-12880	Dan Reichenbach	0.2	1	2019. 8. 27.	CA-2019-161956	90301	FUR-CH-10004886	Bevis	Bevis Steel Folding Chairs	$23	3	West	3752	$230	Corporate	2019. 8. 29.	Second Class	California	Chairs
49%	Office Supplies	Inglewood	United States	DR-12880	Dan Reichenbach	0	1	2019. 8. 27.	CA-2019-161956	90301	OFF-PA-10001289	Other	White Computer Printout Paper by Universal	$57	3	West	3753	$116	Corporate	2019. 8. 29.	Second Class	California	Paper
35%	Office Supplies	Inglewood	United States	DR-12880	Dan Reichenbach	0.2	1	2019. 8. 27.	CA-2019-161956	90301	OFF-BI-10003650	GBC	GBC DocuBind 300 Electric Binding Machine	$295	2	West	3754	$842	Corporate	2019. 8. 29.	Second Class	California	Binders
5%	Office Supplies	Inglewood	United States	DR-12880	Dan Reichenbach	0	1	2019. 8. 27.	CA-2019-161956	90301	OFF-ST-10001370	Other	Sensible Storage WireTech Storage Systems	$18	5	West	3755	$355	Corporate	2019. 8. 29.	Second Class	California	Storage
36%	Office Supplies	Odessa	United States	JG-15310	Jason Gross	0.2	1	2018. 3. 3.	CA-2018-116799	79762	OFF-PA-10001892	REDIFORM	"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"	$16	7	Central	3756	$43	Corporate	2018. 3. 6.	First Class	Texas	Paper
-10%	Furniture	Odessa	United States	JG-15310	Jason Gross	0.3	1	2018. 3. 3.	CA-2018-116799	79762	FUR-CH-10004983	Office Star	Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms	-$56	5	Central	3757	$563	Corporate	2018. 3. 6.	First Class	Texas	Chairs
8%	Office Supplies	Newark	United States	LC-16870	Lena Cacioppo	0.2	1	2018. 2. 28.	CA-2018-111283	43055	OFF-AR-10001615	Newell	Newell 34	$8	7	East	3758	$111	Consumer	2018. 3. 4.	Standard Class	Ohio	Art
47%	Office Supplies	Los Angeles	United States	GB-14530	George Bell	0	1	2017. 9. 18.	CA-2017-167745	90049	OFF-AR-10003602	Quartet	Quartet Omega Colored Chalk, 12/Pack	$5	2	West	3759	$12	Corporate	2017. 9. 23.	Standard Class	California	Art
30%	Office Supplies	Los Angeles	United States	GB-14530	George Bell	0	1	2017. 9. 18.	CA-2017-167745	90049	OFF-SU-10004782	Other	"Elite 5"" Scissors"	$5	2	West	3760	$17	Corporate	2017. 9. 23.	Standard Class	California	Supplies
42%	Furniture	Los Angeles	United States	GB-14530	George Bell	0	1	2017. 9. 18.	CA-2017-167745	90049	FUR-FU-10001591	Advantus	Advantus Panel Wall Certificate Holder - 8.5x11	$10	2	West	3761	$24	Corporate	2017. 9. 23.	Standard Class	California	Furnishings
48%	Office Supplies	Everett	United States	CK-12205	Chloris Kastensmidt	0	1	2019. 5. 12.	CA-2019-104577	02149	OFF-PA-10000659	TOPS	TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page	$42	5	East	3762	$88	Consumer	2019. 5. 17.	Standard Class	Massachusetts	Paper
10%	Furniture	West Allis	United States	TS-21160	Theresa Swint	0	1	2018. 8. 13.	CA-2018-156251	53214	FUR-BO-10001337	O'Sullivan	O'Sullivan Living Dimensions 2-Shelf Bookcases	$24	2	Central	3763	$242	Corporate	2018. 8. 18.	Second Class	Wisconsin	Bookcases
49%	Office Supplies	West Allis	United States	TS-21160	Theresa Swint	0	1	2018. 8. 13.	CA-2018-156251	53214	OFF-BI-10003529	Avery	Avery Round Ring Poly Binders	$4	3	Central	3764	$9	Corporate	2018. 8. 18.	Second Class	Wisconsin	Binders
-170%	Office Supplies	Chicago	United States	MH-18025	Michelle Huthwaite	0.8	1	2019. 2. 25.	CA-2019-125878	60623	OFF-BI-10002609	Avery	Avery Hidden Tab Dividers for Binding Systems	-$3	3	Central	3765	$2	Consumer	2019. 3. 2.	Standard Class	Illinois	Binders
-1%	Furniture	Houston	United States	DM-12955	Dario Medina	0.3	1	2018. 3. 21.	CA-2018-163153	77036	FUR-TA-10004767	SAFCO	Safco Drafting Table	-$1	2	Central	3766	$99	Corporate	2018. 3. 25.	Standard Class	Texas	Tables
38%	Office Supplies	Houston	United States	DM-12955	Dario Medina	0.2	1	2018. 3. 21.	CA-2018-163153	77036	OFF-AR-10001868	Prang	Prang Dustless Chalk Sticks	$1	1	Central	3767	$1	Corporate	2018. 3. 25.	Standard Class	Texas	Art
10%	Technology	Houston	United States	JJ-15760	Joel Jenkins	0.2	1	2017. 12. 8.	CA-2017-103205	77036	TEC-PH-10004896	Nokia	Nokia Lumia 521 (T-Mobile)	$12	5	Central	3768	$120	Home Office	2017. 12. 10.	Second Class	Texas	Phones
10%	Furniture	Hialeah	United States	KB-16585	Ken Black	0.2	1	2016. 12. 16.	CA-2016-153913	33012	FUR-CH-10000988	Hon	Hon Olson Stacker Stools	$101	9	South	3769	$1,014	Corporate	2016. 12. 20.	Second Class	Florida	Chairs
34%	Office Supplies	Hialeah	United States	KB-16585	Ken Black	0.2	1	2016. 12. 16.	CA-2016-153913	33012	OFF-FA-10000490	OIC	"OIC Binder Clips, Mini, 1/4"" Capacity, Black"	$1	2	South	3770	$2	Corporate	2016. 12. 20.	Second Class	Florida	Fasteners
-16%	Furniture	San Francisco	United States	CM-12160	Charles McCrossin	0.2	1	2018. 12. 17.	CA-2018-155530	94122	FUR-TA-10004256	Bretford	Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables	-$326	6	West	3771	$2,004	Consumer	2018. 12. 21.	Standard Class	California	Tables
-24%	Office Supplies	Philadelphia	United States	FM-14215	Filia McAdams	0.2	1	2018. 5. 12.	US-2018-101196	19140	OFF-ST-10004804	Belkin	"Belkin 19"" Vented Equipment Shelf, Black"	-$20	2	East	3772	$82	Corporate	2018. 5. 17.	Standard Class	Pennsylvania	Storage
36%	Technology	Columbia	United States	RF-19735	Roland Fjeld	0	1	2016. 8. 6.	CA-2016-115357	29203	TEC-AC-10000023	Maxell	Maxell 74 Minute CD-R Spindle, 50/Pack	$23	3	South	3773	$63	Consumer	2016. 8. 11.	Second Class	South Carolina	Accessories
34%	Office Supplies	Miami	United States	JK-15370	Jay Kimmel	0.2	1	2016. 4. 11.	US-2016-102715	33180	OFF-FA-10001332	Acco	"Acco Banker's Clasps, 5 3/4""-Long"	$2	3	South	3774	$7	Consumer	2016. 4. 13.	Second Class	Florida	Fasteners
21%	Technology	Miami	United States	JK-15370	Jay Kimmel	0.2	1	2016. 4. 11.	US-2016-102715	33180	TEC-AC-10002001	Logitech	Logitech Wireless Gaming Headset G930	$82	3	South	3775	$384	Consumer	2016. 4. 13.	Second Class	Florida	Accessories
35%	Office Supplies	Miami	United States	JK-15370	Jay Kimmel	0.2	1	2016. 4. 11.	US-2016-102715	33180	OFF-PA-10000029	Xerox	Xerox 224	$4	2	South	3776	$10	Consumer	2016. 4. 13.	Second Class	Florida	Paper
13%	Technology	Miami	United States	JK-15370	Jay Kimmel	0.2	1	2016. 4. 11.	US-2016-102715	33180	TEC-AC-10001874	Logitech	Logitech Wireless Anywhere Mouse MX for PC and Mac	$42	7	South	3777	$336	Consumer	2016. 4. 13.	Second Class	Florida	Accessories
16%	Furniture	Chula Vista	United States	JB-16045	Julia Barnett	0	1	2017. 5. 3.	CA-2017-107937	91911	FUR-FU-10002298	Other	"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle"	$107	6	West	3778	$666	Home Office	2017. 5. 8.	Standard Class	California	Furnishings
13%	Technology	Miami	United States	PN-18775	Parhena Norris	0.2	1	2019. 11. 30.	US-2019-148768	33180	TEC-PH-10002564	OtterBox	OtterBox Defender Series Case - Samsung Galaxy S4	$9	3	South	3779	$72	Home Office	2019. 12. 2.	Second Class	Florida	Phones
48%	Office Supplies	New York City	United States	LF-17185	Luke Foster	0	1	2019. 2. 16.	CA-2019-118521	10035	OFF-PA-10003465	Xerox	Xerox 1912	$18	2	East	3780	$38	Consumer	2019. 2. 20.	Standard Class	New York	Paper
4%	Technology	Manhattan	United States	RH-19510	Rick Huthwaite	0	1	2016. 11. 16.	CA-2016-149643	66502	TEC-PH-10000038	Jawbone	Jawbone MINI JAMBOX Wireless Bluetooth Speaker	$11	2	Central	3781	$274	Home Office	2016. 11. 20.	Standard Class	Kansas	Phones
15%	Technology	Philadelphia	United States	MC-17575	Matt Collins	0.4	1	2017. 7. 9.	CA-2017-135314	19120	TEC-PH-10003072	Panasonic	Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System	$40	3	East	3782	$270	Consumer	2017. 7. 14.	Second Class	Pennsylvania	Phones
38%	Office Supplies	Memphis	United States	MN-17935	Michael Nguyen	0.2	1	2019. 11. 13.	CA-2019-165204	38109	OFF-PA-10003424	Other	"""While you Were Out"" Message Book, One Form per Page"	$3	3	South	3783	$9	Consumer	2019. 11. 16.	Second Class	Tennessee	Paper
-9%	Office Supplies	Memphis	United States	MN-17935	Michael Nguyen	0.2	1	2019. 11. 13.	CA-2019-165204	38109	OFF-ST-10003716	Tennsco	Tennsco Double-Tier Lockers	-$63	4	South	3784	$720	Consumer	2019. 11. 16.	Second Class	Tennessee	Storage
20%	Technology	Fort Lauderdale	United States	EH-14125	Eugene Hildebrand	0.2	1	2019. 7. 31.	CA-2019-125752	33311	TEC-AC-10003590	Other	TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem	$8	2	South	3785	$41	Home Office	2019. 8. 4.	Standard Class	Florida	Accessories
-83%	Office Supplies	Columbus	United States	TC-21535	Tracy Collins	0.7	1	2019. 12. 26.	CA-2019-112487	43229	OFF-BI-10000494	Acco	Acco Economy Flexible Poly Round Ring Binder	-$3	2	East	3786	$3	Home Office	2019. 12. 30.	Standard Class	Ohio	Binders
26%	Office Supplies	Los Angeles	United States	JD-15895	Jonathan Doherty	0	1	2018. 10. 31.	CA-2018-144218	90045	OFF-ST-10002615	Other	Dual Level, Single-Width Filing Carts	$282	7	West	3787	$1,085	Corporate	2018. 11. 4.	Standard Class	California	Storage
26%	Office Supplies	Houston	United States	IL-15100	Ivan Liston	0.2	1	2018. 9. 4.	CA-2018-169971	77041	OFF-AR-10002804	Other	Faber Castell Col-Erase Pencils	$1	1	Central	3788	$4	Consumer	2018. 9. 9.	Standard Class	Texas	Art
11%	Office Supplies	Houston	United States	IL-15100	Ivan Liston	0.2	1	2018. 9. 4.	CA-2018-169971	77041	OFF-AR-10001044	Boston	BOSTON Ranger #55 Pencil Sharpener, Black	$7	3	Central	3789	$62	Consumer	2018. 9. 9.	Standard Class	Texas	Art
31%	Office Supplies	Omaha	United States	SW-20350	Sean Wendt	0	1	2018. 4. 17.	US-2018-133508	68104	OFF-FA-10000134	Advantus	Advantus Push Pins, Aluminum Head	$9	5	Central	3790	$29	Home Office	2018. 4. 21.	Standard Class	Nebraska	Fasteners
38%	Office Supplies	Los Angeles	United States	DP-13390	Dennis Pardue	0.2	1	2016. 7. 5.	CA-2016-107139	90004	OFF-BI-10001670	Other	Vinyl Sectional Post Binders	$68	6	West	3791	$181	Home Office	2016. 7. 11.	Standard Class	California	Binders
-77%	Office Supplies	Altoona	United States	BT-11395	Bill Tyler	0.7	1	2017. 2. 27.	CA-2017-111325	16602	OFF-BI-10000343	Pressboard	"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"	-$3	3	East	3792	$4	Corporate	2017. 2. 28.	First Class	Pennsylvania	Binders
14%	Office Supplies	Altoona	United States	BT-11395	Bill Tyler	0.2	1	2017. 2. 27.	CA-2017-111325	16602	OFF-AR-10002257	Eldon	Eldon Spacemaker Box, Quick-Snap Lid, Clear	$2	6	East	3793	$16	Corporate	2017. 2. 28.	First Class	Pennsylvania	Art
42%	Office Supplies	New York City	United States	JE-15475	Jeremy Ellison	0	1	2017. 11. 27.	CA-2017-163762	10024	OFF-AR-10001915	Other	Peel-Off China Markers	$13	3	East	3794	$30	Consumer	2017. 12. 1.	Standard Class	New York	Art
25%	Office Supplies	San Diego	United States	EJ-13720	Ed Jacobs	0	1	2016. 1. 27.	US-2016-117163	92037	OFF-ST-10003692	Other	Recycled Steel Personal File for Hanging File Folders	$14	1	West	3795	$57	Consumer	2016. 2. 2.	Standard Class	California	Storage
-5%	Furniture	San Diego	United States	EJ-13720	Ed Jacobs	0.2	1	2016. 1. 27.	US-2016-117163	92037	FUR-TA-10003469	Balt	Balt Split Level Computer Training Table	-$17	3	West	3796	$333	Consumer	2016. 2. 2.	Standard Class	California	Tables
33%	Office Supplies	San Diego	United States	EJ-13720	Ed Jacobs	0	1	2016. 1. 27.	US-2016-117163	92037	OFF-AR-10003179	Dixon	Dixon Ticonderoga Core-Lock Colored Pencils	$12	4	West	3797	$36	Consumer	2016. 2. 2.	Standard Class	California	Art
35%	Office Supplies	Miami	United States	BE-11410	Bobby Elias	0.2	1	2019. 9. 23.	CA-2019-121314	33178	OFF-PA-10003395	Xerox	Xerox 1941	$88	3	South	3798	$252	Consumer	2019. 9. 26.	First Class	Florida	Paper
-37%	Furniture	Greensboro	United States	KL-16555	Kelly Lampkin	0.4	1	2019. 11. 4.	CA-2019-147760	27405	FUR-TA-10004575	Hon	Hon 5100 Series Wood Tables	-$192	3	South	3799	$524	Corporate	2019. 11. 5.	First Class	North Carolina	Tables
9%	Technology	Greensboro	United States	KL-16555	Kelly Lampkin	0.2	1	2019. 11. 4.	CA-2019-147760	27405	TEC-PH-10002483	Motorola	Motorola Moto X	$119	5	South	3800	$1,360	Corporate	2019. 11. 5.	First Class	North Carolina	Phones
10%	Furniture	Jacksonville	United States	NC-18415	Nathan Cano	0.2	1	2018. 10. 14.	CA-2018-156503	28540	FUR-CH-10003606	SAFCO	SAFCO Folding Chair Trolley	$10	1	South	3801	$103	Consumer	2018. 10. 20.	Standard Class	North Carolina	Chairs
26%	Technology	Jacksonville	United States	NC-18415	Nathan Cano	0.2	1	2018. 10. 14.	CA-2018-156503	28540	TEC-AC-10002473	Maxell	Maxell 4.7GB DVD-R	$6	1	South	3802	$23	Consumer	2018. 10. 20.	Standard Class	North Carolina	Accessories
36%	Office Supplies	Jacksonville	United States	NC-18415	Nathan Cano	0.2	1	2018. 10. 14.	CA-2018-156503	28540	OFF-PA-10002319	Xerox	Xerox 1944	$34	3	South	3803	$93	Consumer	2018. 10. 20.	Standard Class	North Carolina	Paper
11%	Office Supplies	Jacksonville	United States	NC-18415	Nathan Cano	0.2	1	2018. 10. 14.	CA-2018-156503	28540	OFF-SU-10000946	Staple remover	Staple remover	$1	2	South	3804	$13	Consumer	2018. 10. 20.	Standard Class	North Carolina	Supplies
38%	Office Supplies	Jacksonville	United States	NC-18415	Nathan Cano	0.2	1	2018. 10. 14.	CA-2018-156503	28540	OFF-EN-10001335	Other	White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes	$13	4	South	3805	$35	Consumer	2018. 10. 20.	Standard Class	North Carolina	Envelopes
38%	Office Supplies	Jacksonville	United States	NC-18415	Nathan Cano	0.2	1	2018. 10. 14.	CA-2018-156503	28540	OFF-PA-10002377	Xerox	Xerox 1916	$15	1	South	3806	$39	Consumer	2018. 10. 20.	Standard Class	North Carolina	Paper
